Brand,Model,Type,Gender,Size,Color,Material,Price,Initial Price,Discount (%),Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Marketing Appeal Score,Sale Quantity
Reebok,Nano 9,Training,Men,US 10.5,Red,Mesh,62.440645232940554,82.93698029251263,24.713143626984017,1,1,0,0,0,0,0,0,0,0,0,10,633
New Balance,990v4,Running,Men,US 9.5,Grey,Suede/Mesh,68.77145696467124,95.6399616657079,28.09338715018585,1,3,0,0,0,1,0,0,0,1,1,7,93
Nike,Blazer Mid '77,Casual,Men,US 10,White/Black,Leather,191.1171725287649,202.71407383131495,5.720817052002122,3,4,1,1,1,0,0,1,1,0,1,7,139
Reebok,ZigWild Trail 7,Trail,Men,US 9.5,Black,Mesh/Synthetic,151.25321189904054,179.21635246443557,15.60300730422697,3,2,0,0,1,0,1,1,0,0,1,8,182
Fila,V94M,Fashion,Women,US 8.5,White/Blue,Leather/Synthetic,166.75455610282233,199.8590793283077,16.56393261529275,3,4,0,1,1,0,1,1,1,0,0,7,210
Converse,Jack Purcell,Casual,Men,US 9,Navy,Canvas,65.69116326342478,98.52744541351058,33.327041021184456,1,4,1,0,1,0,0,1,1,0,0,6,793
Reebok,Club C Legacy,Casual,Men,US 11,Green,Leather,180.45832971838794,203.75539740536254,11.433840763798807,3,1,1,0,0,0,1,1,0,0,0,8,429
Puma,Calibrate Runner,Running,Women,US 6.5,Blue,Mesh,232.65738951524736,255.27871674177277,8.861423120286215,4,4,0,1,0,1,0,0,0,1,0,3,310
Converse,All Star Pro BB,Basketball,Women,US 9.5,Purple,Canvas,118.12083331625833,132.38577807372224,10.775284902219727,2,4,0,1,0,1,1,1,0,0,1,9,432
Reebok,DMX Trail Shadow,Running,Men,US 9,Orange,Synthetic/Mesh,98.38633606310592,123.05826888895665,20.048984150844667,1,2,1,1,1,0,0,1,1,0,0,3,418
Puma,Calibrate Runner,Running,Women,US 7,Grey,Mesh,209.33627943827446,223.31606619319305,6.260090011985314,4,4,0,0,1,1,0,0,1,0,1,4,160
Converse,All Star,Casual,Men,US 9,Red,Canvas,154.25920953082777,194.92304731930983,20.861482696743032,3,2,0,0,0,0,0,0,0,0,0,10,725
Reebok,Classic Leather,Casual,Men,US 11,White,Leather,156.48413645504343,205.13510836497085,23.7165506663876,3,4,1,1,0,0,1,0,0,1,1,6,126
Puma,Clyde All-Pro,Basketball,Men,US 10.5,Black,Leather,160.74229707160225,209.54527533827053,23.28994447041827,3,4,0,0,1,1,0,1,0,0,1,8,258
Skechers,Go Run Mojo Pep,Running,Women,US 8.5,Black/White,Mesh,215.19564254161637,259.7984865166321,17.168246271581076,4,3,1,1,1,1,1,1,0,0,0,3,62
Skechers,Go Walk Joy,Walking,Women,US 6.5,Black,Mesh,170.2148333600466,204.24651933363137,16.662064100096064,3,4,0,0,1,1,1,1,0,0,0,10,970
Puma,Calibrate Runner,Running,Men,US 10,Grey,Mesh,217.0960451484389,255.1306730381941,14.907900895186078,4,2,1,0,1,1,0,1,0,0,1,6,619
Fila,Trigate,Fashion,Men,US 9.5,White/Navy/Red,Synthetic,126.7677766089959,148.17600871621246,14.447839628490556,2,2,1,0,0,1,0,1,0,1,0,5,947
Converse,Chuck 70,Casual,Women,US 7,Black,Canvas,119.58828231643332,154.81909912333816,22.756117950820695,2,1,1,1,1,0,1,0,1,1,1,5,905
Reebok,Classic Nylon,Casual,Men,US 10,Grey,Nylon,149.25175057647232,177.47773255406742,15.903956835258889,2,1,0,0,1,0,1,1,1,1,0,5,597
Fila,Mindblower,Fashion,Women,US 8,White,Leather/Synthetic,236.35074388656327,265.6314374776406,11.023052794171628,4,3,1,1,0,0,0,1,0,0,0,9,74
Skechers,Summits,Walking,Women,US 9,Black/Grey,Mesh,123.55719755123059,163.8682599662369,24.5996768521933,2,2,0,1,0,1,0,1,0,1,0,7,595
Asics,Gel-Kayano Lite,Running,Women,US 7.5,Black,Mesh,216.72999238751711,238.00672661140717,8.939551636550389,4,2,1,0,0,0,1,0,1,1,0,9,189
Skechers,Stamina,Training,Men,US 9,Black,Leather,179.2917483275861,202.0133327953669,11.247566758772814,3,2,1,1,1,1,0,1,0,1,0,9,324
Converse,Chuck 70,Casual,Women,US 9.5,Black,Canvas,89.04812059129841,136.03379223644387,34.53970581330148,1,3,1,1,1,0,0,1,1,1,1,6,419
Nike,Air Max 97,Running,Women,US 7.5,Silver,Leather,130.90547711477393,143.1544489088128,8.556473017364125,2,2,0,0,1,1,0,1,1,1,0,6,923
Fila,D-Formation,Fashion,Men,US 11,White/Navy,Leather/Synthetic,60.33374433159222,89.75911626812584,32.78259987390584,1,1,0,1,1,1,0,1,0,0,1,4,271
Nike,Blazer Mid '77,Skate,Men,US 9,Black/White,Leather,104.28187608934287,150.79390810565735,30.844768598824768,2,3,1,1,0,0,1,0,1,1,1,8,86
Converse,Pro Leather,Casual,Women,US 8.5,White/Green,Leather,187.65484715604742,222.0693674687737,15.497193829565651,3,1,0,0,0,0,1,0,1,1,1,2,924
Adidas,Adizero Adios 5,Running,Men,US 10.5,Blue,Mesh,135.74040419728672,167.596687165772,19.007704452401157,2,1,0,0,1,0,0,0,0,1,0,5,178
Adidas,Superstar,Casual,Men,US 10.5,White/Gold,Leather/Synthetic,75.57336024448351,95.56312741365772,20.917866242118517,1,3,0,0,1,0,0,1,0,0,1,1,365
Fila,D-Formation,Casual,Women,US 8.5,White,Leather,74.11168328073805,97.84270284331598,24.254255936265857,1,4,1,1,1,1,1,0,1,0,1,10,372
Fila,Mindblower,Fashion,Women,US 7.5,White,Leather,55.03868279184587,99.12061942403359,44.473023764719585,1,4,0,1,0,0,1,0,0,1,1,2,482
Asics,Gel-Quantum 90 3,Running,Women,US 9,Pink,Mesh/Synthetic,84.75231862714875,117.12104389788708,27.636984946069347,1,1,1,0,1,1,1,1,1,0,1,1,267
Converse,Jack Purcell,Casual,Women,US 6.5,Navy,Canvas,159.3296440375577,189.9193317878289,16.106674061198206,3,4,1,1,0,0,1,1,1,0,1,6,896
Nike,Air Max 90,Casual,Women,US 7.5,Green,Leather,149.7791329071884,163.76232144878955,8.53870928177692,2,2,1,0,1,0,1,0,1,1,1,2,991
Nike,Air Force 1,Basketball,Men,US 11,White,Leather,90.97625483014251,101.61738108834743,10.47175802430235,1,3,0,0,0,0,0,0,1,0,0,4,297
Adidas,Ultraboost DNA,Running,Men,US 8.5,White,Primeknit,184.80398381175854,233.3513913592405,20.804421719836263,3,1,1,0,0,0,0,0,1,1,1,5,160
Reebok,Club C Revenge,Casual,Women,US 8.5,Pink/White,Leather,215.50126397464425,240.5807106661179,10.424545933892162,4,2,0,1,1,0,1,0,1,1,1,7,865
Converse,Run Star Hike,Casual,Women,US 7.5,Pink,Canvas,83.37204033975055,117.50056282373073,29.045411922986542,1,4,0,1,0,1,1,1,0,1,0,10,781
Converse,Jack Purcell,Casual,Women,US 7.5,Black/White,Canvas,206.6396826597252,219.82828558721658,5.999502244336444,4,2,1,0,0,0,0,1,0,0,1,1,757
Adidas,Superstar,Casual,Women,US 8.5,White/Black,Leather,51.807693815858435,89.1322652447803,41.87548844003787,1,4,1,0,1,1,1,0,0,1,0,5,196
Vans,Era,Skate,Women,US 8.5,Red,Canvas,243.28347717328148,290.58614552151994,16.278363258972153,4,1,1,1,0,0,1,0,0,1,0,4,393
Converse,Run Star Hike,Casual,Women,US 9,White,Canvas,101.52144406674438,134.54805418664117,24.546330543051354,1,2,0,0,1,1,0,0,1,0,1,7,558
Asics,Gel-Kayano 27,Running,Women,US 9,Black,Mesh,190.45175320633285,205.49636610134928,7.3211089716285,3,3,0,1,0,0,0,1,1,1,1,10,554
Fila,D-Formation,Casual,Women,US 8.5,White,Leather,74.11168328073805,107.38054437967712,30.982205660372447,1,1,1,0,0,0,0,1,1,0,0,7,601
Nike,Air Max 270,Running,Women,US 7,Pink,Mesh,237.36449240661835,278.0183809308044,14.622734075379123,4,2,1,0,0,0,0,1,1,0,0,8,183
Adidas,NMD_R1,Lifestyle,Women,US 7,Pink,Primeknit,225.56601563040817,251.82267709336892,10.426646943009626,4,2,0,1,0,1,1,0,1,1,0,4,513
Fila,Grant Hill 2,Basketball,Women,US 8,White/Navy,Leather,94.17055659260178,139.3640665102605,32.42838060722877,1,4,0,1,1,1,0,1,0,0,0,4,913
Converse,All Star Hi,Casual,Women,US 7,Black,Canvas,87.0660359057429,123.01335404003747,29.222289250478212,1,1,1,1,1,0,1,0,0,1,1,10,240
Nike,Blazer Mid '77,Casual,Men,US 9.5,White,Leather,144.2574334796329,190.227390211201,24.165792676086078,2,1,0,1,1,0,1,0,0,0,0,5,212
Puma,Calibrate Runner,Running,Men,US 10,Grey,Mesh,206.07522471419608,241.01543716408958,14.497084859384044,4,1,0,1,0,0,1,1,1,0,0,5,505
Fila,Venom,Fashion,Men,US 8.5,White/Red/Navy,Leather/Synthetic,178.0952084351688,193.34672731536176,7.888170175912366,3,1,0,0,0,1,1,0,1,0,0,3,110
Fila,Original Fitness,Casual,Women,US 9,White,Leather,208.6285747993479,231.01624324355544,9.690949921908613,4,4,0,0,1,0,0,1,0,0,1,5,54
New Balance,327,Lifestyle,Men,US 9.5,Green,Suede/Mesh,150.61679015596727,168.68858808606555,10.713112330324316,2,3,0,1,1,1,1,1,1,1,0,5,86
Skechers,D'Lites Fresh Start,Walking,Men,US 12,White,Synthetic/Leather,205.0692300806271,251.4222899893016,18.436336694987098,4,1,0,1,1,0,1,0,1,1,0,8,509
Puma,Clyde,Retro,Men,US 8,Red,Suede,129.02618152230065,169.44218421379995,23.852385330740848,2,4,1,0,1,1,1,0,0,0,1,7,266
Puma,Calibrate Runner,Running,Women,US 7,Grey,Mesh,228.5116454972949,265.56758025369516,13.953485858854062,4,3,0,0,0,1,0,1,1,1,1,8,786
Nike,Air Zoom Pegasus 38,Running,Men,US 10,Blue,Mesh,64.35516124530261,86.39381403056748,25.50952638514981,1,3,1,1,1,1,0,1,0,1,0,5,777
Puma,Calibrate Runner,Running,Women,US 8,Black,Mesh,192.80652889337128,210.1683197753798,8.260898169887916,3,4,1,1,0,0,0,1,0,1,0,2,188
Fila,Original Fitness,Casual,Men,US 10,White,Leather,157.81891054720174,198.07695406675822,20.324445975672788,3,1,0,0,1,1,0,1,0,1,0,8,667
Nike,Air Zoom Pegasus 38,Running,Men,US 10.5,Blue,Mesh,225.79578005645345,254.76209789161663,11.369947914107033,4,3,1,1,0,0,0,1,0,1,1,9,148
Asics,Gel-Quantum 360 6,Running,Women,US 8,Pink,Mesh/Synthetic,90.09490310568056,109.12648519170573,17.43992950253261,1,1,1,0,1,1,1,1,1,1,1,2,729
Skechers,Ultra Flex 2.0,Walking,Women,US 7.5,Navy/White,Mesh,207.79703198415865,242.46191111076965,14.29704111784148,4,1,1,0,1,0,0,1,1,1,0,1,313
Puma,Clyde All-Pro,Basketball,Men,US 10.5,White,Leather,64.2015329066511,75.81488699218917,15.318039169186578,1,2,0,1,0,1,1,0,1,0,0,6,648
Puma,Cali Sport,Lifestyle,Women,US 9.5,White,Leather,66.69281699787666,89.7396271630068,25.681865295993433,1,1,1,0,0,1,0,1,0,1,0,3,645
Converse,All Star Hi,Casual,Women,US 7,Black,Canvas,87.0660359057429,115.80831568938828,24.81883931438534,1,2,0,0,1,0,1,0,1,0,1,1,273
Skechers,GOrun Razor Excess,Running,Men,US 9,Black/Yellow,Mesh,248.65100308459282,264.56933644896907,6.0166962574087375,4,3,1,0,0,0,0,0,0,0,0,6,60
Puma,Calibrate Runner,Running,Men,US 8.5,Black/Blue,Mesh,109.98382230139694,159.3700014050305,30.98837840762841,2,4,1,1,1,1,1,1,1,0,0,8,376
Nike,Air Zoom Pegasus 38,Running,Women,US 6.5,Grey/Pink,Mesh,123.85615404310822,142.2200486266928,12.912310719135785,2,2,1,0,0,1,0,1,1,1,1,9,747
Asics,Gel-Kahana 8,Running,Men,US 9.5,Blue,Mesh,76.8549701804551,92.06909538218572,16.524681966924568,1,4,1,1,1,0,1,1,0,1,0,6,399
Nike,Air Force 1,Basketball,Men,US 11,White,Leather,145.36869366356342,163.51008861903927,11.094969801981652,2,3,0,0,1,1,1,1,1,0,1,6,428
Vans,Era,Skate,Men,US 8.5,Black,Canvas,70.84496056166954,111.60740588805851,36.52306493645541,1,1,1,0,1,1,1,1,0,0,1,1,993
Nike,React Infinity Run Flyknit,Running,Women,US 7,Black,Flyknit,57.51421807978148,84.53444445065519,31.96357005296944,1,3,1,0,1,0,1,0,0,1,0,5,280
Nike,React Infinity Run Flyknit,Running,Women,US 8,Blue,Flyknit,98.39542606340908,131.0120636535106,24.895903995805455,1,4,0,0,1,0,1,0,1,1,1,3,190
Adidas,Ultraboost DNA,Running,Women,US 6.5,White,Primeknit,51.77265702269378,62.61302330214821,17.313277186988195,1,3,0,0,1,0,1,1,1,1,1,7,667
Skechers,Max Cushioning,Running,Men,US 10,Blue,Mesh,220.7569843409334,232.134236683866,4.901152240816076,4,1,0,1,1,1,0,1,1,0,0,9,814
Converse,Chuck 70,Casual,Women,US 7.5,Pink,Canvas,207.2556398768066,235.08866186988726,11.839372333696458,4,3,1,1,1,1,0,1,1,0,1,6,98
New Balance,327,Casual,Women,US 7.5,Orange,Suede/Mesh,180.19469343019082,222.86090315825578,19.144771076229215,3,1,0,0,0,1,1,1,0,1,1,5,500
Adidas,NMD_R1,Lifestyle,Women,US 7,Pink,Primeknit,242.55367005064122,287.9632251989438,15.769220224884862,4,2,0,1,0,0,1,0,0,1,0,7,824
Converse,All Star,Casual,Men,US 9,Red,Canvas,154.25920953082777,167.7274722346534,8.02984897130227,3,4,0,1,0,1,1,0,1,0,0,9,540
Vans,Slip-On,Skate,Men,US 8.5,Black/White,Canvas,108.92387926923863,140.45840335327955,22.451148048953403,2,1,0,0,1,0,1,0,1,1,0,5,254
Asics,Gel-Kayano 28 Lite-Show,Running,Men,US 11,Black,Mesh,78.14230560975169,124.6714930609225,37.321432758035286,1,1,0,1,1,0,1,1,1,1,0,5,918
Skechers,Arch Fit,Walking,Women,US 7.5,Grey,Mesh,163.06605091432198,188.58496109023744,13.531784310046191,3,3,0,1,1,1,1,1,0,0,0,10,458
Reebok,Nano X1,Training,Women,US 8.5,Pink,Flexweave/Synthetic,203.10935010317218,246.29198336030692,17.533105490470533,4,2,1,1,0,0,1,1,1,0,1,4,456
Asics,Gel-Kahana 8,Running,Men,US 9.5,Blue,Mesh,76.8549701804551,92.20279635643254,16.64572744263271,1,1,0,1,0,1,0,0,0,0,1,5,100
Fila,Original Fitness,Fashion,Men,US 9.5,White,Leather,167.17295769070384,214.5887372774158,22.09611752615601,3,2,1,0,0,0,1,0,1,0,1,7,224
Converse,Chuck 70,Casual,Men,US 11.5,Yellow,Canvas,50.00232695107323,90.05925965232534,44.47841660690116,1,2,0,1,0,0,1,0,1,1,1,3,786
Puma,Clyde Hardwood,Basketball,Men,US 8,Red/Black,Leather,202.90555893094353,250.5589346424196,19.01882915469914,4,3,0,0,0,0,0,1,0,0,1,4,310
Converse,Chuck 70 High,Casual,Women,US 6,Red,Canvas,170.58857529589233,207.65326463799258,17.849316940292802,3,1,0,0,1,1,0,0,0,1,0,9,529
Puma,Clyde Court,Basketball,Men,US 11,Black,Mesh,245.2027646558427,269.7389219358198,9.096261341852285,4,3,1,1,0,0,1,1,1,1,0,2,783
Converse,Chuck 70,Casual,Women,US 8.5,Cream,Canvas,106.49574879540533,154.02299569639422,30.85724095035345,2,4,0,0,1,1,0,0,0,1,0,8,272
Adidas,NMD_R1,Lifestyle,Women,US 7,Pink,Primeknit,225.56601563040817,246.58868668277532,8.525399658505751,4,4,0,1,1,0,0,1,0,0,0,9,318
Reebok,Zig Kinetica II,Running,Men,US 9,Blue,Mesh,78.39439795219877,101.68129883466807,22.901852306522336,1,1,0,0,1,0,0,1,1,0,1,5,859
Reebok,Club C 85 MU,Casual,Men,US 11,White/Black,Leather,169.67149685955178,207.7038335796214,18.31084966734149,3,2,0,1,0,0,1,1,0,1,0,7,942
Reebok,Classic Leather,Casual,Men,US 11,White,Leather,156.48413645504343,197.0967884360589,20.60543568633073,3,1,1,1,0,1,1,1,0,1,0,6,950
Asics,Gel-Venture 8,Trail,Women,US 9.5,Grey,Mesh,63.92822963248115,111.1043689864473,42.46110192095216,1,1,1,0,1,1,0,0,1,0,1,1,968
Converse,Chuck 70,Casual,Women,US 7,Ivory,Canvas,127.6331412253991,145.82523758764748,12.47527291105157,2,4,1,1,0,1,1,0,1,1,1,8,367
Reebok,Aztrek 96,Casual,Women,US 7.5,Yellow,Leather/Synthetic,60.367159823945805,102.28708123271477,40.982615696498726,1,4,1,1,0,1,1,0,0,1,0,9,434
Asics,Gel-Excite 8,Running,Men,US 9.5,Blue,Mesh,163.90795591342072,203.44979804929926,19.435675294352908,3,2,1,1,1,1,1,1,1,1,1,10,635
Asics,GT-2000 10,Running,Women,US 9,Black,Mesh,52.52150399515181,65.07328624529572,19.28868660917106,1,2,0,1,1,0,0,0,0,1,1,1,675
Vans,Sk8-Hi,Skate,Men,US 9,Black/White,Canvas/Suede,154.50203621711768,179.99096186552595,14.161225310552783,3,1,0,0,1,0,0,1,0,1,0,8,268
Asics,Gel-Lyte III NS,Casual,Women,US 8,Pink,Mesh,233.01801368140863,254.32863196381257,8.37916600968315,4,3,0,0,1,1,0,0,0,1,1,3,103
Converse,Chuck 70,Casual,Men,US 8,Grey,Canvas,200.23560956168362,222.41522653584482,9.972166618091995,3,1,1,0,1,1,0,0,1,1,0,6,249
Vans,Era,Skate,Men,US 8.5,Red,Canvas,210.79170151050405,260.1095766926921,18.960422683881,4,2,0,1,0,1,1,1,0,1,1,10,933
Reebok,Nano X,Crossfit,Men,US 10.5,Black,Synthetic,192.52426661970256,228.23536315889967,15.646609729945618,3,3,1,0,1,1,1,1,0,0,1,8,692
Nike,React Infinity Run Flyknit 2,Running,Men,US 9,Black,Flyknit,118.63347063453165,157.34051694627163,24.60081297747204,2,4,0,1,0,0,1,1,0,0,1,5,388
Puma,Calibrate Runner,Running,Men,US 10.5,Grey,Mesh,228.37442896214694,277.4391344547473,17.684853864984664,4,2,1,1,0,1,0,0,1,1,1,8,753
Converse,Jack Purcell,Casual,Women,US 7,Blue,Canvas,176.82080627526625,201.9088775735718,12.42544240738693,3,2,0,1,1,1,0,1,1,1,0,7,740
Adidas,Ultraboost 6.0,Running,Women,US 7,Grey,Primeknit,148.76280809138575,190.83641482949798,22.046948836102757,2,3,0,0,1,1,1,0,1,0,1,7,947
New Balance,327,Lifestyle,Women,US 6.5,Purple,Suede/Mesh,245.7050936778281,273.0863322100079,10.026586944352527,4,2,0,0,0,1,0,0,0,0,0,7,354
Asics,Gel-Kinsei OG,Running,Women,US 8.5,White/Black,Mesh,72.89752761318103,117.67887448578021,38.05385381894553,1,2,0,0,1,0,0,0,0,0,0,9,848
Skechers,Go Run Mojo Pep,Running,Men,US 8.5,Black,Mesh,241.35996309685723,258.58626474930935,6.661723378522227,4,2,1,0,0,0,1,1,1,1,1,6,801
Reebok,Nano X,Crossfit,Men,US 10.5,Black,Mesh,224.28280683817087,272.19025392074207,17.600720963551165,4,2,0,1,1,1,0,0,0,0,1,6,294
Puma,Clyde All-Pro,Basketball,Men,US 9,Black/Yellow,Leather/Synthetic,211.64704200184443,230.39791033827962,8.13847152906222,4,2,0,0,1,0,0,1,0,0,0,9,891
Converse,Jack Purcell,Casual,Men,US 8,Navy,Canvas,144.45636083259635,167.50518111183362,13.760064092494487,2,2,0,0,0,0,1,1,0,1,1,6,678
Adidas,Ultraboost 4.0,Running,Women,US 7,Blue,Primeknit,106.00746591009789,146.25515527436912,27.518817568357225,2,2,1,0,0,1,0,0,0,0,1,7,257
Converse,Jack Purcell,Casual,Men,US 9,Navy,Canvas,65.69116326342478,91.44136892604105,28.16034576586814,1,2,0,0,1,1,1,0,1,1,0,7,773
Reebok,Classic Nylon,Casual,Men,US 12,Navy,Nylon,177.19094143274572,211.51939650340358,16.22945963260891,3,4,0,1,1,0,1,0,1,0,1,2,560
New Balance,990v2,Running,Men,US 10,Grey,Suede/Mesh,120.95425836719684,148.73719840997398,18.679214305353003,2,2,0,0,1,0,0,0,1,0,0,8,308
New Balance,327,Casual,Men,US 10,Green,Suede/Leather,92.52887527421922,132.2236727578105,30.02094606485396,1,4,0,0,0,0,1,1,0,0,1,6,429
Vans,Slip-On,Skate,Men,US 8.5,Black/White,Canvas,108.92387926923863,128.05712936398305,14.941183040548294,2,4,0,0,1,0,0,1,0,0,1,4,212
Asics,Gel-Kayano 27,Running,Men,US 12,Black,Mesh/Synthetic,156.67732575307252,169.0156452425476,7.3001049528692175,3,1,1,1,1,0,0,1,1,0,1,7,787
Skechers,Go Walk 5,Walking,Women,US 7.5,Black,Mesh,146.9392574260094,168.93643332493204,13.020978048360545,2,1,1,0,1,1,0,1,1,1,1,8,390
Nike,Air Zoom Pegasus 38,Running,Men,US 10,Blue,Mesh/Synthetic,131.42129782512552,160.39364441986274,18.063275948077003,2,4,1,0,1,0,0,1,1,1,1,1,981
Asics,Gel-Cumulus 23,Running,Men,US 11,Grey,Mesh,147.53341372425288,164.25421581196002,10.179831309078418,2,4,0,0,0,0,0,1,0,0,1,10,625
Skechers,Go Run 600,Running,Women,US 6,Pink,Mesh,122.918745639508,147.11063722576355,16.444692268669485,2,2,1,1,0,0,0,1,1,1,0,4,977
Skechers,Max Cushioning,Running,Women,US 7.5,Navy,Mesh,195.41135232307803,221.4106730548208,11.742577886164224,3,1,0,1,0,0,0,1,0,0,0,4,807
Converse,All Star Hi,Casual,Women,US 7,Black,Canvas,87.0660359057429,99.36170965327383,12.374660007800918,1,3,0,0,1,0,0,1,1,0,1,10,579
Asics,Gel-Excite 8,Running,Women,US 9,Black,Mesh,223.05915178178248,256.3914417091506,13.000547017158304,4,1,0,0,1,0,0,0,0,0,1,9,83
Adidas,NMD_R1,Running,Women,US 8,Pink,Primeknit,228.05161060356042,273.4253477224119,16.594561366313417,4,4,0,1,1,0,1,0,0,0,0,6,873
Fila,D-Formation,Fashion,Men,US 11,White/Navy,Leather/Synthetic,60.33374433159222,76.40346084971432,21.032707601729257,1,4,1,1,0,0,1,1,1,0,0,4,372
Asics,Gel-Kayano 27,Running,Women,US 8.5,Purple,Mesh/Synthetic,66.34506914935565,100.25738968541621,33.8252578113886,1,2,1,1,0,1,0,1,0,1,0,1,230
Reebok,Zig Kinetica,Running,Men,US 11,Black,Mesh,133.78955803749508,170.37912623392893,21.475381993799356,2,2,1,1,0,1,0,0,0,1,1,8,396
Asics,Gel-Quantum 180 5,Running,Women,US 8,Pink,Mesh,228.5046579909692,255.27804520774075,10.48793177454169,4,1,0,1,0,0,0,0,1,1,1,9,755
Converse,All Star Pro BB,Basketball,Men,US 12,Red,Leather/Synthetic,195.86895881759926,233.91286231217006,16.264134908408344,3,2,1,0,1,1,1,0,1,1,1,5,241
Reebok,Classic Nylon,Casual,Men,US 11.5,Blue/White,Nylon,203.21295530706053,229.642217046701,11.508886336115504,4,3,1,0,0,1,1,1,1,0,0,5,628
Asics,Gel-Sonoma 6,Trail,Women,US 6.5,Grey,Mesh,198.1808112304143,228.3663027495117,13.218014722691812,3,3,0,0,0,1,0,0,0,1,0,10,770
New Balance,327,Lifestyle,Women,US 7.5,Green,Suede/Nylon,230.38803934983002,240.6821611320071,4.277060557276226,4,2,1,0,1,1,0,0,0,0,1,8,927
Fila,Mindblower,Fashion,Men,US 8.5,Red/White,Synthetic/Leather,90.26242156448666,127.9312261298742,29.444574014436974,1,3,0,1,0,1,0,0,1,0,0,8,728
New Balance,574,Casual,Men,US 9,Black/Grey,Suede/Textile,158.70764346852923,195.1613506263182,18.67875326789887,3,3,1,1,1,1,1,0,1,1,1,5,295
Nike,React Infinity Run Flyknit,Running,Women,US 8,Black,Flyknit,50.31302103829458,61.84905613134836,18.651917773093892,1,1,1,1,1,0,0,0,0,1,1,4,294
Reebok,Nano 9,Crossfit,Women,US 7,Black,Mesh,204.584296375223,229.31430067102832,10.784327110624774,4,3,1,1,1,0,1,1,1,0,0,6,727
New Balance,FuelCell Rebel v2,Running,Men,US 8.5,Blue/Orange,Mesh,159.28606321556947,208.44733684723616,23.584505503994656,3,4,0,1,1,1,1,0,1,0,1,10,857
Adidas,Yeezy Boost 350 V2,Casual,Men,US 11,Cream White,Primeknit,82.33428724739238,109.16374975013706,24.577263573442785,1,4,1,0,1,0,0,1,0,0,0,5,964
Skechers,D'Lites,Walking,Men,US 11,White,Leather,217.79946554360214,247.87728174887582,12.13415606023366,4,1,1,0,0,1,1,0,0,1,0,8,772
New Balance,FuelCell Rebel v2,Running,Men,US 8.5,Blue/Orange,Mesh,159.28606321556947,205.68326954195823,22.55759859793749,3,2,1,0,0,0,0,0,1,0,1,9,182
Fila,D-Formation,Fashion,Men,US 11,White,Leather,50.02693860089706,88.71741363552732,43.61091408004761,1,1,1,0,1,0,1,0,0,0,1,1,246
Adidas,Ultraboost 5.0 DNA,Running,Women,US 8.5,Grey,Primeknit,183.58399976072542,216.86680500569435,15.3471183587064,3,2,0,0,0,0,1,0,0,0,0,9,959
Skechers,Go Walk 5,Walking,Women,US 7.5,Black,Mesh,146.9392574260094,188.85144467965227,22.193204465413707,2,2,0,1,1,1,0,0,1,0,1,9,396
New Balance,990v4,Running,Men,US 10.5,Grey,Suede/Mesh,148.70931606802372,193.28396672626266,23.061742478292334,2,2,1,1,0,0,0,1,1,1,0,6,98
Adidas,NMD_R1,Lifestyle,Women,US 8,Pink,Primeknit,168.64431402147687,196.91983689096756,14.358900208284526,3,2,1,1,0,0,1,1,1,1,1,10,113
Reebok,Nano 9,Crossfit,Women,US 7,Grey,Mesh,60.22707628842014,89.23141088569356,32.50462399886101,1,2,1,1,0,1,1,1,0,0,0,5,673
Reebok,Zig Kinetica,Running,Men,US 12,Black,Mesh,52.341322146180815,77.78335957225426,32.708843595833514,1,1,0,1,0,1,1,1,1,1,0,7,917
Reebok,Classic Leather Legacy,Casual,Men,US 9.5,White,Leather,176.9342546507883,225.60250025152672,21.57256481930726,3,2,1,0,0,0,0,1,0,0,1,8,746
Reebok,Aztrek 96,Casual,Men,US 11,Grey,Synthetic,108.66172215611294,146.54837232772695,25.85265845661382,2,3,1,0,0,1,0,1,1,1,1,9,153
Asics,Gel-Kinsei OG,Running,Women,US 8.5,White/Black,Mesh,72.89752761318103,86.22645026150391,15.458044031616167,1,3,0,0,0,0,0,1,0,1,0,9,980
Converse,Jack Purcell Low Top,Casual,Women,US 7,White,Canvas,179.56348919810569,224.08187413062643,19.86701740390174,3,2,0,1,1,0,0,0,0,1,0,10,262
Skechers,Go Walk 5,Walking,Women,US 7.5,Black,Mesh,146.9392574260094,176.16165505946012,16.5883986634817,2,3,0,1,1,1,1,1,1,1,0,3,566
Skechers,Go Run Mojo,Running,Women,US 7.5,Black,Mesh,90.93602181145678,103.68617806835628,12.296871670295163,1,4,1,1,1,1,1,0,0,0,0,8,168
Skechers,Go Walk 5,Walking,Women,US 7.5,Black,Mesh,146.9392574260094,178.92794763254184,17.877973021982303,2,1,0,1,0,0,1,0,1,0,1,1,905
Reebok,Zig Kinetica II,Running,Women,US 8,Blue,Mesh,228.81886050665014,255.50543166567823,10.444619899097383,4,1,0,0,0,1,1,1,1,0,1,7,810
New Balance,FuelCell Rebel v2,Running,Men,US 8.5,Blue/Orange,Mesh,159.28606321556947,204.39603941007448,22.069887618517907,3,2,1,1,1,0,1,0,0,1,1,5,728
Converse,Jack Purcell,Casual,Women,US 7.5,White,Canvas,79.46060885579406,97.62039300016956,18.602449330790904,1,2,0,0,1,1,0,0,0,1,0,2,944
